"jc2660" "jc2661" "jc2662" "jc2663"
1529 1527 1497 1759
287 191 181 136
756 600 439 389
86 52 61 49
3202 2326 2081 2189
1493 1310 1100 965
3253 2714 2606 2380
847 484 478 488
3355 2546 2007 1915
4908 4047 3257 3771
304 287 288 358
1810 1488 1315 1585
1760 1361 1302 1786
3728 2984 2599 3501
1515 985 815 951
63 30 25 35
1562 1013 1000 1225
1830 1226 1334 1522
135 86 63 89
2649 1791 1557 1663
1891 1799 1634 1864
247 182 196 264
3555 2639 2567 2907
406 351 337 369
1016 907 762 985
3181 2620 2459 2744
3422 2673 2201 2004
1886 1473 1437 1275
5528 4499 3808 4276
214 138 188 206
3240 2775 2662 3158
5362 4145 3621 4418
323 213 201 219
4527 3621 3086 2977
7191 5729 4704 5106
34 26 30 19
132 57 72 57
1591 1325 1070 1012
4576 3603 3189 3158
2561 2021 1705 1924
623 366 292 356
525 334 282 328
125 63 49 44
9079 7459 6166 7119
2428 1879 1728 1855
5278 4435 3546 4139
3977 3082 2915 3213
3101 3131 2527 2642
2643 2360 1959 2160
2614 2039 1802 2207
3562 2671 2328 2539
2626 1992 1946 2192
200 132 130 171
4016 3013 2697 3104
230 131 135 198
83 35 47 54
94 45 53 49
69 48 52 31
225 181 159 197
349 236 282 306
3419 3272 2748 3194
662 564 618 765
203 138 125 145
74 94 98 121
6716 5208 4221 4670
197 150 133 126
5310 4387 3678 4161
97 64 112 63
237 211 217 188
5510 4094 3828 3162
3158 2841 2678 2362
245 238 216 260
2032 1432 1353 1312
2939 1971 1692 1883
3925 3416 2824 3091
433 337 301 317
3693 2780 2332 2863
596 453 420 543
8589 6744 5939 6441
3978 3181 2540 2121
146 71 66 79
4440 3655 3166 3567
154 84 101 90
1889 1410 1301 1272
2169 1296 1313 1357
4952 4319 3350 3352
4145 3282 2907 2897
692 371 367 395
517 281 310 301
1496 1030 998 1217
646 421 385 531
4202 3333 2889 2950
721 308 251 307
10878 8383 6815 8212
501 215 204 221
396 214 237 294
694 372 491 540
106 64 92 112
16 13 22 15
139 102 97 82
422 304 292 322
138 138 136 148
261 172 210 196
134 102 128 142
433 357 490 586
2324 1826 1675 2017
2697 2022 1831 2152
39 15 16 28
111 66 83 93
3418 2904 2855 3357
3021 2648 2368 2098
503 371 382 516
30 21 19 17
198 99 108 140
8580 6904 5848 6541
1961 1489 1198 1395
3854 3068 2422 2525
26 25 10 32
99 68 68 64
1982 1523 1391 1725
4353 3782 3388 3203
4470 3248 3014 3042
3913 3043 2605 2630
3397 2959 2471 2535
1506 1051 1164 977
1164 722 769 640
380 269 258 266
25 15 7 11
537 425 335 365
461 374 355 329
350 275 229 304
1526 1309 1086 1070
524 383 342 349
523 378 345 364
624 481 428 627
1420 1208 1076 1459
249 153 187 155
34 16 26 6
1410 1174 1026 589
447 344 343 274
516 362 363 229
1089 813 763 491
769 552 511 412
1101 788 639 541
190 164 151 114
42 29 29 11
138 82 63 81
1179 953 771 665
267 178 174 176
125 66 70 60
351 236 220 200
81 63 64 58
181 119 100 70
41 32 31 29
3596 2508 2108 1711
845 434 413 392
348 201 214 159
67 54 59 28
340 265 199 254
1254 1057 973 835
372 281 247 347
242 175 123 156
341 218 255 267
131 114 94 110
42 23 21 26
2736 1992 1762 2192
206 125 151 151
74 34 29 38
3581 3037 2662 2669
5898 4755 4180 5150
941 711 627 719
139 61 111 120
55 49 54 48
284 166 233 289
2130 1219 1107 1308
4376 3875 3606 4715
2280 1596 1593 1656
1908 1316 1149 1221
1837 1269 1194 1496
321 206 207 138
3083 2805 2390 2595
2556 1906 1714 2041
1387 1090 1080 1194
39 25 36 17
73 36 53 45
212 93 80 100
2080 1602 1628 1928
4003 2821 2946 3259
2351 2137 1824 1675
1162 934 852 1059
374 264 235 271
2219 1643 1536 1399
2342 1836 1723 1323
4018 3833 3154 3171
307 330 302 351
57 43 49 64
162 102 101 109
593 502 473 649
14 28 16 29
37 37 28 28
229 229 179 129
21 26 27 26
174 167 130 164
2169 1817 1501 1640
136 121 181 50
350 300 300 330
154 85 99 90
349 286 313 362
313 273 303 305
4840 4017 3411 3387
2292 2065 1924 2391
8412 5737 4672 4486
25 8 23 19
712 461 526 599
5534 4903 4931 5892
323 220 212 159
1280 971 804 961
5315 4974 3883 4590
36 15 13 20
36 17 21 27
3309 2690 2469 2933
34 26 24 17
19 9 16 9
4322 3130 2500 2189
73 45 42 45
2740 2193 1966 2401
280 227 191 275
569 373 405 488
29 26 37 34
3886 3696 3039 2973
2194 1478 1345 1091
1646 1230 1243 1425
51 30 37 22
297 181 195 138
665 535 598 697
3376 2855 2512 3023
1735 1168 1207 1293
966 692 726 829
1059 783 699 750
2204 1808 1624 1995
1963 1485 1319 1598
4063 3128 2845 3139
82 88 64 70
34 34 43 39
63 61 34 55
23 8 10 16
3449 2927 2310 2203
2336 1875 1756 2026
75 31 28 47
6870 6044 5707 6834
112 81 85 103
427 275 249 286
249 114 93 118
8222 6782 5690 6711
59 35 36 34
4904 3684 3150 2984
3373 2800 2463 2783
2322 2344 1878 1267
102 70 89 92
126 91 102 92
3195 2486 2278 2321
2043 1805 1601 1881
101 34 51 63
421 482 446 539
811 576 595 454
2498 2167 1970 2120
2958 2706 2096 2559
40 18 22 9
41 25 29 35
32 12 20 25
1136 902 967 979
3095 2506 2134 2332
220 177 192 233
117 103 100 108
266 171 216 237
2760 2358 2243 1692
4621 4418 3877 4609
344 256 265 300
88 39 46 66
1524 1298 1092 1276
250 216 261 267
1363 943 892 824
2383 2135 1867 1394
1318 1022 931 897
141 75 94 70
67 36 32 44
203 168 172 122
2700 1983 1623 1942
3875 3042 2619 2215
2335 1885 1669 1366
330 228 221 238
20 38 25 21
61 27 36 28
156 96 88 99
61 21 36 26
3063 2349 2285 2668
3503 3043 2777 2929
3822 3458 2766 2485
240 154 147 202
31 29 34 28
3420 2832 2413 2197
282 116 156 138
212 90 129 118
3773 3378 2901 3239
572 446 404 382
8083 6104 5124 4885
861 549 607 699
121 58 92 67
9297 7604 6511 7430
5823 4732 4292 5268
5107 4310 3828 4272
103 56 61 28
1198 947 808 893
3218 2775 2647 2929
300 169 198 222
67 85 58 73
270 126 141 157
6230 4324 3897 4632
3427 2782 2463 3024
5736 4740 4156 4823
4589 3619 2975 3375
5750 5135 4603 5089
43 42 27 33
2948 2242 1915 2115
114 65 47 38
534 242 235 228
13225 10443 7824 9393
119 72 62 84
4138 3663 2969 2806
2801 2087 2074 2112
183 152 153 74
343 241 247 215
329 204 187 233
319 279 235 272
79 63 63 77
166 95 96 106
86 36 33 27
5644 4293 3869 4645
666 475 505 608
1547 1147 1218 1424
82 47 46 57
228 163 223 214
4719 4028 3594 4022
339 278 285 318
26 15 10 17
142 65 100 104
28 23 15 20
1348 1057 915 1137
531 479 430 504
856 681 614 704
4935 4263 3849 4631
62 38 45 56
6833 5005 4380 4906
4241 3260 2764 3411
9340 7310 6499 7195
6941 5053 4611 5223
2816 1792 1823 2120
2700 1944 1872 1985
23 10 11 28
324 201 222 259
2238 1531 1355 1642
95 41 38 52
1647 1169 1347 1498
503 424 445 577
5460 4750 3890 4651
5010 4011 3773 4320
1117 978 818 901
4783 3438 3010 3647
6891 5596 4672 5952
2915 2044 1942 2471
6186 5003 4462 5110
546 333 375 433
343 203 209 259
2808 1756 1731 2007
3297 2326 2195 2525
2689 2087 1833 2167
4321 3315 2951 3785
1930 1551 1292 1371
3087 2508 2108 2397
5529 5216 4321 5674
4029 3513 3220 3554
4388 3450 2955 3360
3750 2980 2713 3159
439 395 313 395
654 604 504 641
521 462 449 605
244 128 164 161
5336 4385 3958 5330
7686 5627 5214 5915
5284 4627 4330 4633
11513 8991 7080 7039
3590 3095 2824 3651
514 431 361 525
5950 4784 4232 4087
2770 2430 2209 2649
193 133 122 131
3059 2927 2528 3167
1937 1667 1493 1874
1188 918 923 889
1358 1113 1038 1243
3485 2635 2377 2420
2185 1570 1451 1613
11482 8158 6382 6189
434 261 291 319
502 419 390 394
4543 3288 3207 3648
5773 4167 3690 3563
4093 3240 2732 2918
7622 5402 4908 5707
6526 5542 4637 5549
5794 4749 4256 4845
2534 1739 1624 2045
96 58 52 55
3855 3149 2609 2977
430 253 282 322
128 71 98 89
551 411 353 431
5676 4382 4024 4415
1286 975 973 935
1119 876 877 1068
5971 5558 4465 5146
157 76 117 133
351 223 322 305
81 52 65 58
2432 1883 1552 1832
3070 1759 1522 1715
3853 2622 2385 2771
4503 3681 3202 3624
31 9 23 19
596 494 452 540
33 20 22 16
66 39 36 25
250 138 161 183
231 139 125 146
869 684 651 506
37 22 21 26
11440 7790 7153 8554
3279 2289 2226 2330
9504 6984 6417 7253
14844 9855 8464 9264
7917 6155 5467 6591
3290 2547 2255 2504
27 16 13 9
2911 2458 2227 2568
1018 720 820 1031
61 41 45 65
795 503 495 518
293 210 241 295
6313 4360 4037 4484
4460 3897 3260 4047
696 500 507 594
7955 7092 5731 6565
857 551 531 608
81 36 55 26
368 252 277 181
894 545 602 745
612 511 480 592
49 25 29 16
85 24 45 26
2972 2159 1967 2246
4086 3008 2698 2593
2176 1550 1495 1829
1139 746 671 669
50 22 40 33
6719 5046 4283 5012
3063 2602 2026 2533
2882 2488 2133 2490
690 526 563 677
383 229 293 334
3792 3170 2730 3243
167 114 89 122
3623 2738 2459 3042
703 621 597 709
1477 1134 1051 1356
142 74 89 76
7027 5150 4382 3995
2142 1672 1531 1698
325 213 239 224
53 23 33 27
142 82 77 87
49 29 31 10
2672 2039 1895 1916
61 18 28 17
498 344 322 267
2069 1369 1432 1615
134 78 81 92
696 651 690 774
3237 2545 2199 1846
32 25 27 35
87 65 60 73
150 141 126 134
415 287 287 201
113 36 63 69
41 18 15 26
190 69 96 116
321 161 189 191
153 78 106 81
273 189 206 266
467 389 433 550
8777 7545 6602 8240
170 71 86 53
1184 715 710 805
155 55 58 48
59 37 31 26
1460 1142 1067 1333
5680 5293 4424 5060
4582 3649 3222 3379
89 51 40 47
8208 7404 5749 7357
3818 3275 2961 3299
84 44 50 66
134 69 85 98
462 444 393 519
4085 3227 2829 3374
71 47 43 34
3368 2800 2289 2844
2537 2144 1824 1752
4462 3485 3006 3250
24 10 12 19
31 28 42 12
310 196 220 200
213 163 139 156
48 66 55 15
103 71 42 37
162 62 82 56
379 249 318 272
839 576 523 542
4379 3076 3235 3645
802 491 492 702
388 194 185 212
203 114 155 108
220 141 132 81
194 132 120 137
5977 5381 4959 4091
5656 4342 3871 4217
3509 2757 2353 2093
760 554 623 752
2832 2367 2116 2573
4491 3395 2731 2839
28 26 20 15
2125 1394 1321 1078
4895 4791 4125 5052
5554 3911 3521 3550
2047 1341 1359 1389
368 319 296 284
160 73 113 133
34 24 19 15
3274 2745 2351 2191
4861 4149 3986 4784
3033 2177 1857 2163
6862 5380 4386 4754
6447 5149 4290 4538
49 43 48 29
70 47 37 34
77 36 38 30
4095 3385 3044 3205
1509 985 983 1153
458 419 355 410
1663 1478 1361 1621
1480 1077 1015 1148
188 96 108 91
1027 512 447 360
239 81 113 105
9793 8291 7059 5308
3552 3052 2579 3072
164 113 106 78
6615 6068 5275 5473
1469 954 1052 1261
7478 6226 5653 6264
73 41 37 25
901 781 837 969
3793 3149 2650 3106
2332 1879 1524 1300
1775 1198 1242 1335
393 323 276 189
4340 3770 3473 4077
7234 6139 5359 5892
3316 2770 2340 2540
737 557 452 593
4316 3896 3327 3594
5120 3998 3460 3138
846 701 590 437
62 33 45 18
49 43 52 24
116 101 102 112
141 98 99 102
1245 977 829 880
6246 5649 4652 5717
3229 2155 2007 2046
7225 5937 5256 5973
227 135 145 131
2132 2014 1729 1238
4541 3491 3129 3806
13111 10182 8200 9375
110 90 98 110
41 15 27 5
56 26 20 35
64 31 26 17
419 341 297 377
3757 2726 2295 2634
106 60 81 56
4699 4182 3512 3872
2084 1570 1342 1747
111 42 47 39
1509 1261 1180 1467
4880 3797 3082 3314
7921 6149 4934 4744
5122 3848 3569 3420
199 171 183 230
128 92 94 27
122 61 47 44
28 18 27 12
6918 5575 5270 6014
437 289 212 175
1801 1156 1126 1116
3270 2482 1944 1885
2220 1509 1155 1020
3512 2385 2045 1520
1410 788 715 589
4851 3237 2645 2078
743 456 473 554
754 413 346 248
11207 8037 6646 5635
9756 6834 5353 4935
2450 1509 1350 1234
1075 607 558 402
1612 987 794 719
13302 9462 7969 6194
5672 3686 3015 2504
2133 1556 1208 824
5285 3217 2828 2595
1059 739 522 514
6953 5111 4118 3112
6813 4693 3836 2928
5827 4035 3337 2477
34 19 34 9
2015 1593 1431 745
1774 1274 1230 990
2896 2142 2069 1322
134 62 78 63
784 712 649 466
1472 980 874 1073
668 474 507 471
1559 1299 1226 1292
239 192 191 112
2907 2072 1779 2040
188 146 150 77
2242 1535 1262 1254
937 710 611 587
4476 3058 2742 2646
606 392 435 419
2100 1692 1434 771
1576 1140 1019 835
2059 1475 1452 1217
121 88 67 51
4632 3976 3405 3544
55 28 31 16
2118 1520 1319 1334
957 730 660 561
2551 2006 1657 1475
309 222 247 185
808 696 550 451
1005 737 689 554
161 122 149 82
5085 3479 2866 2427
6143 4805 3660 3037
1382 993 941 736
5737 4472 4203 3701
2141 1613 1493 1162
849 615 580 553
525 387 383 275
626 395 414 282
2303 1626 1512 1731
2055 1498 1353 1118
692 483 479 511
98 64 64 25
2524 1687 1683 1394
675 470 489 537
879 693 711 389
1390 1068 1087 1191
3174 2649 2421 2657
5565 4210 3810 3673
3459 2712 2355 1653
247 195 122 136
1629 1454 1210 778
109 74 66 34
2774 2310 2031 1763
116 101 94 35
1053 781 794 528
170 99 116 90
248 142 186 151
101 44 68 43
21 12 22 7
148 122 124 72
692 459 396 289
2614 1838 1876 1282
2654 1873 1969 1452
126 97 99 126
477 391 327 202
2913 2097 2019 1519
113 48 67 39
2389 1671 1430 1451
3048 2388 2196 1969
246 173 181 96
297 164 182 136
3252 2206 2360 2299
107 78 66 78
270 133 113 120
3742 2886 2740 2330
7356 4701 3981 3310
2466 1932 1520 1461
1861 1249 1051 870
7500 5791 4523 4034
5239 3297 2985 2888
891 593 474 495
11512 7673 6501 5607
1094 935 854 615
238 204 175 180
4482 3758 3166 3265
1551 1148 983 1001
1847 1545 1351 1293
3323 2642 2594 2509
2613 2014 1933 1775
161 112 93 92
1028 882 831 584
917 564 526 591
2348 1850 1651 1441
2994 2663 2252 2580
1513 1114 994 1005
1023 669 662 631
2821 1986 1846 1672
2183 1852 1784 1548
789 560 493 475
686 467 435 321
742 756 764 363
27 27 27 12
1226 910 963 780
28 34 22 9
53 62 41 48
416 298 272 302
521 428 380 468
258 172 149 165
29 26 30 18
1063 800 741 783
2479 2008 1834 2276
4864 3836 3448 4024
569 350 351 406
1959 1344 1263 1354
5591 4701 3851 4512
179 143 85 91
100 49 41 42
1608 1100 1253 1570
49 16 33 38
23 9 7 12
290 147 177 232
913 641 659 777
3998 2852 2721 3105
2770 2040 1963 2555
41 24 25 16
4622 3983 3274 3835
4370 2856 2278 2426
1545 1217 1175 1493
4755 3410 2608 3387
6036 5100 4506 4923
4173 3244 2877 2607
4305 3663 3227 3725
10902 8964 8007 7409
97 33 56 58
352 268 253 286
2691 2109 1894 2324
231 177 150 172
1005 686 804 935
37 15 20 8
1550 1395 1175 1534
1489 1214 1047 1297
8907 5948 4709 5194
163 64 62 70
4661 3337 3162 3679
42 16 28 18
66 40 51 37
4756 4078 3640 3834
1158 788 798 980
1755 1176 1290 1531
205 128 149 102
853 573 600 741
507 324 329 347
114 77 94 117
4606 3283 2919 3009
7197 6415 5506 6357
103 42 69 56
3123 2098 1777 2032
108 42 48 53
702 467 532 566
1274 1020 927 741
3135 2150 1854 2067
5154 3773 3225 3481
9239 6347 5412 3695
6784 5349 4251 5375
212 123 150 142
63 25 20 29
3587 3191 2650 2583
2383 1892 1632 1550
6988 5582 4872 5465
464 293 314 329
4938 3742 3287 4258
972 646 682 768
4481 3971 3675 4175
3772 3011 2947 3394
710 527 473 378
3690 3333 2794 3140
1254 964 934 1147
52 30 53 36
1491 988 1266 1365
4429 3298 2931 2694
85 24 30 32
4639 4294 3766 4469
2217 1431 1330 1347
1883 1498 1207 1279
786 581 575 741
1567 1461 1266 1552
496 382 390 408
1114 952 915 1251
583 360 387 388
666 427 373 454
8648 7036 5832 6042
48 23 24 29
236 146 184 208
802 423 479 597
159 62 91 106
334 199 245 310
5044 3827 3663 4621
56 27 29 41
1810 1334 1164 1358
1657 1167 1099 1199
7653 5826 5320 5551
1905 1372 1389 1279
7098 5915 5588 5353
5605 4668 4064 4740
84 27 37 33
2954 2194 2069 2207
2223 1427 1567 1894
2425 1826 1593 1155
70 31 45 42
6523 5344 4641 5332
401 176 204 181
5408 3927 3431 3468
8910 6831 6260 6678
6210 4943 3670 3715
4059 2689 2501 2194
2440 1790 1486 1817
3067 2143 2026 2089
781 588 640 755
1262 900 852 1077
2056 1423 1277 1597
3996 3054 2615 2945
3950 2949 2702 2574
3117 2454 2256 2748
3699 2877 2692 2658
2232 2096 1948 2369
8254 6720 5756 6917
2037 1656 1481 1791
1536 1064 931 984
1607 1025 1035 1339
3601 2857 2479 2805
2355 1763 1453 1659
515 334 326 444
1659 1315 1217 1218
2278 1604 1566 1853
8228 6840 5882 5470
7515 6420 5423 5630
4763 3636 3282 3646
2781 1886 1618 1798
3946 3202 2630 2826
100 48 56 54
10751 9498 7319 9659
90 43 61 64
391 229 280 255
6608 5433 4870 5375
473 269 294 290
936 669 632 729
854 612 614 775
14478 11251 9454 10240
2320 1759 1527 2007
101 59 72 55
587 534 536 676
3321 2903 2311 2529
4170 3319 3084 2651
55 30 43 31
23 12 10 17
76 74 60 74
3573 2876 2453 2740
3670 3328 3071 4049
349 251 294 404
2580 1927 1796 1963
2131 1816 1773 1781
545 444 438 555
1503 1419 1369 1633
3454 3038 2792 3471
394 315 330 162
6144 4858 4145 4492
97 87 77 90
274 213 200 199
4710 4265 3764 2987
147 75 65 59
56 37 31 13
7074 5359 4159 4272
133 115 135 90
475 389 337 393
35 27 23 11
521 550 560 172
193 115 109 106
346 257 236 208
43 29 31 27
3166 2667 2346 2268
3015 2595 2546 2929
4192 3482 2969 3402
171 57 41 32
2820 2316 2083 2497
1837 1468 1344 1422
1498 1139 982 972
139 61 54 48
82 51 48 47
570 367 325 330
1803 1283 1230 1345
2526 1902 1677 1713
6032 4942 4229 5045
5702 4854 4568 5321
841 531 544 655
4068 3730 2975 3400
1101 772 736 719
2150 1834 1629 1740
86 55 61 38
7817 6399 5398 6466
6430 5023 3884 4180
1111 1059 1009 1202
237 153 146 177
42 27 20 10
451 328 328 410
1221 836 776 581
121 77 83 44
4018 3431 2886 3402
484 357 338 273
4800 3977 3452 3649
679 541 489 608
803 625 477 528
97 61 69 25
2478 2083 1873 2260
5275 4691 3993 4670
226 139 123 130
4050 3322 2880 2587
25 27 17 30
1071 996 883 972
41 46 35 21
6971 5893 4628 5086
859 765 826 594
5603 5260 4288 4676
235 170 161 168
77 57 34 64
27 22 14 4
51 18 28 27
867 667 615 719
33 35 35 27
47 47 36 33
44 16 20 18
2484 1920 1730 1776
605 474 509 551
10 18 12 23
1190 1219 1069 1353
1912 1536 1239 1348
3833 3715 3010 3611
366 305 306 386
2837 2388 1942 2248
2284 2140 2133 2592
105 98 76 69
53 73 79 96
352 305 350 423
36 38 30 30
149 104 142 160
106 66 77 77
1800 1578 1405 1681
74 48 76 69
3374 2348 2206 2292
875 498 599 624
986 654 607 573
3433 2426 2422 2474
4482 3521 3407 3248
11014 7623 5996 6087
114 33 48 32
106 44 73 23
133 112 115 110
4939 4002 3697 3788
1307 1017 957 1218
60 61 69 72
38 39 32 43
488 332 381 480
1392 1192 1165 1306
3908 2846 2454 2073
4647 3917 3513 3267
47 29 19 29
18 34 27 6
5347 4238 3328 3645
6875 5403 4414 4884
68 15 30 13
271 166 162 152
197 180 153 167
151 147 88 100
371 278 228 278
49 51 43 55
129 120 114 137
926 679 741 677
459 302 270 285
586 486 389 487
265 153 152 187
2858 2200 1930 2020
4288 3348 2862 2851
3833 3010 2677 2453
4662 3566 3415 3366
3987 3402 3064 3448
154 94 89 64
37 47 46 14
26 16 25 9
1751 1701 1454 1921
3116 2729 2430 2208
1481 1357 1136 1225
7485 6197 5352 5810
572 422 368 404
3337 2303 2052 2169
10556 8264 6030 7065
80 51 62 56
25 12 18 6
2162 1696 1527 1412
2786 2470 2108 2414
5958 5395 4852 5426
61 43 38 32
3382 2570 2247 2541
751 515 531 599
1177 1109 1116 1386
21 10 16 19
2914 2571 2295 2404
3942 3444 2874 3151
595 471 403 417
20 11 22 13
19 17 11 6
30 23 18 17
625 553 512 696
5853 4718 4416 4393
10790 9350 7216 8281
5184 4252 3652 2528
106 109 64 94
114 73 66 62
72 71 61 52
315 198 203 237
122 89 101 82
930 752 766 867
26 37 39 4
6821 5573 4848 5588
191 97 104 106
2785 2453 2084 2248
329 173 162 186
2659 2112 1863 1947
4169 3785 2964 3367
5497 4228 3665 3292
8362 7465 6364 6225
23 34 58 8
202 140 162 114
781 612 665 839
4153 3739 3252 3319
5742 5026 3990 4254
477 477 490 635
2850 2672 2351 2802
3168 2728 2257 2455
2780 2597 2335 2748
1424 1352 1025 1357
25 26 35 20
2679 1915 1746 1616
5702 4564 4218 4393
4880 4098 3646 3787
969 783 871 1003
5250 4652 3903 4058
683 666 625 784
70 24 33 41
4813 4255 3801 4215
29 23 21 31
168 138 123 123
43 18 36 38
170 112 100 104
383 396 320 250
3003 2417 2084 1832
114 87 60 96
3024 2512 2357 2803
84 47 70 37
3330 2876 2465 2157
2843 2397 2165 2700
3734 3079 2781 2912
1717 1521 1386 1617
3222 2556 2230 2447
59 56 59 66
46 31 31 22
683 576 627 763
237 164 175 200
2083 1782 1508 1656
2274 1870 1722 1884
2185 1631 1450 1486
4396 3310 2574 2318
2879 2285 1930 2075
2876 2179 1846 1853
3974 3275 2725 2756
472 384 376 452
103 89 82 67
59 42 33 56
52 50 55 51
413 278 251 186
33 15 21 20
4482 3700 3000 3010
825 670 634 663
93 56 69 41
170 146 105 135
18 8 24 22
69 57 70 27
3665 3490 3158 3608
97 113 100 57
960 897 884 974
1024 873 846 998
4290 3537 2951 3450
164 117 118 104
1716 1216 1164 1319
297 199 236 209
2382 1878 1672 1295
53 21 44 16
2997 2543 2179 2615
702 489 523 569
4028 3048 2772 2441
2755 2102 1762 2111
2854 2091 1931 2057
5236 4211 3721 4088
2222 1814 1940 1962
85 47 49 50
59 39 52 47
56 41 30 25
455 306 327 347
470 380 341 441
4865 4001 3316 3556
4368 3401 2872 3443
304 154 192 225
184 176 213 232
253 149 125 170
5864 4399 3942 4459
3056 2064 1767 1978
83 44 54 51
12401 9994 8508 10222
68 22 25 25
299 146 129 109
1749 1543 1367 1609
3184 2761 2169 2304
5016 3789 3559 3410
389 250 227 188
6892 5922 4677 4480
60 20 39 19
4606 3813 3232 3899
2822 2300 2163 2876
2943 2660 2453 2508
57 23 27 22
36 22 13 15
4119 3644 3179 3212
23 5 21 19
121 58 73 64
50 24 34 43
525 332 297 353
7161 6189 5331 5797
159 67 84 80
65 50 50 38
6990 6485 5242 6267
9100 7702 6794 7273
2350 1898 1583 1626
4250 3710 3308 2920
1804 1461 1228 1384
2915 2250 2261 2426
7669 6297 5021 5615
100 40 18 31
3833 2426 2053 1871
44 17 28 29
1417 1177 1119 1275
786 633 612 386
1943 1896 1560 1437
214 166 179 185
93 89 77 73
269 170 170 152
378 279 316 304
5332 4429 3554 3823
7340 6416 5424 6126
3690 3509 3026 4084
223 154 164 162
241 160 181 212
57 57 40 30
2512 1690 1336 1196
3197 2719 2238 2303
5601 4993 4145 4733
7203 5494 4669 5027
1282 1179 1143 1416
249 240 226 274
116 93 74 71
4972 4105 3416 3100
1520 988 974 1096
3178 2423 2051 2088
4116 3256 2842 2810
85 87 75 93
121 82 127 106
137 138 95 125
3045 2540 2154 2300
4959 4203 3590 3738
2433 2289 1941 2269
55 32 37 20
482 440 428 502
4378 4247 3814 4594
93 53 53 48
6876 5943 4932 5023
2167 1647 1424 1235
2943 2663 2487 3036
7672 6959 6069 7225
660 317 286 287
19 13 16 21
17 18 19 21
2291 1992 1764 1603
75 54 84 99
36 44 55 16
4267 3823 3223 3877
5092 4558 4024 3613
72 38 31 20
6939 5672 4078 4399
56 40 54 50
3099 2327 2009 2236
36 16 22 36
468 345 405 456
83 69 59 55
93 82 73 84
312 271 309 335
6420 5464 4158 5079
168 117 75 50
3924 3344 2839 2865
534 399 374 428
242 169 186 179
4251 3369 2984 3312
144 104 93 132
2009 1703 1566 828
4224 3426 2902 3289
38 38 46 18
3973 3456 2911 3321
3835 3198 2586 2508
2648 2237 2044 1740
191 155 145 155
4778 3906 3262 3508
3227 2617 2215 1996
1051 909 1085 1321
315 245 241 264
78 35 36 55
24 15 8 4
8018 6170 5276 6088
42 19 24 9
61 40 34 53
36 19 18 17
28 21 36 7
101 60 64 40
921 641 604 476
85 75 66 84
3155 2487 2740 3041
47 25 30 46
2118 1839 1820 1996
1854 1428 1408 1442
1669 1499 1254 949
1852 1573 1399 1574
48 45 52 33
1081 817 799 921
38 31 25 8
361 320 340 405
2173 1899 1530 1672
26 26 22 12
35 17 16 17
1202 1032 1025 945
7232 5447 4532 3803
16 14 19 4
451 437 432 580
162 104 144 95
207 137 152 158
408 318 265 322
53 32 52 39
6842 6124 5492 5834
1023 774 806 823
3837 3148 2921 2883
190 119 145 128
3768 3012 2618 2106
16 24 15 7
10163 8304 6565 7222
3696 3020 2520 2396
114 68 55 77
19 13 17 9
3398 2851 2378 2393
7302 5253 4193 4116
5420 4483 3787 4327
4789 4208 3508 4244
2956 2290 1960 2225
711 559 614 665
2049 1895 1894 2190
3147 2647 2163 2275
86 62 56 52
71 27 26 44
2148 1751 1538 1875
4321 3418 3001 3027
5103 3929 3603 4056
5182 3953 3232 3921
580 309 329 249
7440 6690 5331 5741
3435 3087 2715 2311
5584 4614 3606 4116
6746 5680 4746 5594
4029 3218 2919 3043
428 254 276 258
8035 6146 4770 5477
34 36 34 9
311 245 277 208
41 23 31 32
28 27 42 28
2277 2099 1799 1421
4836 3927 3213 3636
48 44 58 23
69 44 43 43
947 684 701 771
6165 5095 4487 5686
2940 2349 2177 2532
244 126 142 121
22 17 24 12
4327 3519 3013 2974
2492 1860 1585 1682
2143 1566 1345 1531
1974 1835 1580 1515
58 39 29 28
4482 3645 3178 3242
96 58 54 55
1056 982 806 1084
2734 2488 2216 2733
6858 6040 5401 5702
2485 2126 2103 2556
1978 1443 1307 1462
3808 3218 3016 3786
208 136 165 129
170 119 135 104
99 63 72 63
2600 2071 1811 2038
3061 2419 2026 2097
2217 1640 1406 1623
2461 1820 1851 2021
213 168 182 209
49 24 41 26
6249 5133 4491 4442
30 19 27 13
2039 1644 1441 1468
238 142 141 195
78 50 39 37
4656 3785 3684 4473
145 67 54 59
5662 4910 4278 4490
132 65 80 93
7826 6541 5950 5518
5790 5036 4343 4787
3121 2267 2043 2151
4741 3523 2992 2986
7621 6311 5589 5675
134 64 66 46
3219 2542 2080 2356
1568 1040 1036 1292
2627 1873 2005 2344
794 478 421 469
2052 1629 1427 1641
30 24 22 28
1070 1041 930 1273
332 223 262 298
341 218 286 219
434 354 348 465
4247 3652 3316 3975
364 286 305 343
68 35 45 44
8164 6506 5689 5766
8192 6256 5316 4381
3550 2551 2158 2391
892 540 481 373
5911 4324 3309 3634
30 20 17 8
1537 1316 1156 1206
136 67 96 50
182 123 126 110
597 599 560 689
6243 5135 4560 4904
4667 3984 3453 3109
1237 884 942 991
58 50 37 14
307 197 232 125
3107 2913 2606 3275
39 28 17 22
4499 3575 2831 3023
931 756 787 850
90 71 55 80
2138 1988 1652 1557
80 53 47 30
1474 973 928 960
165 61 78 110
4613 3377 2834 2990
