"jc2656" "jc2657" "jc2658" "jc2659"
559 621 1456 817
35 16 35 4
2597 3955 9064 7196
13 22 20 22
66 50 111 39
394 562 1282 988
627 840 2169 1532
1353 1500 3560 1695
151 112 214 96
1710 2433 5352 3572
39 24 13 15
2097 3231 6371 5239
787 1077 2353 1741
1004 1209 3177 1606
64 65 153 115
1591 2296 5425 3320
1555 2360 5688 4495
2198 3282 6588 4997
473 514 1186 934
1116 1324 3102 1881
471 668 1354 1388
574 801 1692 1502
1429 2468 5405 4324
1327 1235 2176 908
354 548 1326 975
92 100 400 102
395 553 1440 776
45 39 90 72
18 15 64 55
40 43 155 61
1026 1706 3327 2085
1793 2824 5533 4851
764 1239 3446 2510
46 42 25 14
27 40 96 30
42 48 88 32
601 529 983 381
814 1082 2201 1523
1474 1982 4261 2797
1898 2387 4862 2990
260 413 971 729
69 62 154 141
28 38 57 12
157 137 77 53
1087 1363 2980 1555
343 319 798 346
877 912 1894 854
1053 1419 2837 1564
36 24 66 38
32 25 68 32
19 21 83 49
676 1011 2162 1404
953 1450 3371 2186
748 1350 2414 1662
136 159 422 375
1051 1647 3482 2745
1438 1945 4530 3553
546 590 1327 842
657 1009 2417 1846
1750 2761 6491 5087
208 118 257 84
30 27 12 3
551 604 1526 724
741 1147 2948 2225
1383 1776 3780 1848
1449 2107 3938 2352
155 102 87 47
693 945 1986 1026
111 219 447 328
9 13 45 25
53 82 204 151
1278 1994 4270 3006
963 1172 2885 1994
83 116 297 165
41 50 95 48
1122 1510 3025 1980
50 52 102 50
1567 2180 4463 3154
46 6 61 13
1008 1340 2980 2320
892 985 2430 1353
544 694 1805 696
55 56 131 109
940 1517 3206 2248
713 769 2019 994
229 375 921 714
54 79 199 108
23 26 27 5
1695 2458 5202 3885
5 11 23 15
191 175 545 164
13 17 39 24
808 1468 2906 2049
23 25 26 23
497 776 1777 1574
375 433 1302 851
412 430 1112 549
428 610 1589 1006
184 274 731 595
77 101 255 215
575 623 1416 1100
276 374 749 578
1653 2046 4509 2160
135 177 369 278
37 36 75 20
23 24 62 32
56 46 164 119
1909 3125 5930 4268
241 296 701 425
920 1285 2844 1898
871 902 2337 960
1964 3201 6604 4978
20 16 14 15
725 925 2352 1564
16 19 45 39
846 969 2408 1185
1653 1969 4165 2168
1195 1885 3979 3228
1005 1652 3645 3140
648 788 1868 1210
195 252 561 507
424 629 1623 1470
790 1079 2219 1599
447 691 1466 948
1150 1454 3149 1970
1166 1831 3806 2881
1009 1477 3299 2527
144 81 239 66
1480 2566 5892 5468
961 1140 2610 1269
1300 1934 3913 3721
26 34 22 6
1458 2239 4946 3931
1014 1587 3229 2722
69 55 153 61
1514 2334 5117 3498
56 52 110 37
541 596 1576 715
1110 1622 3212 2482
178 240 552 460
44 34 20 14
1415 2464 5073 4301
624 837 2116 1573
50 40 78 38
837 1026 2809 1175
541 570 1340 1049
663 971 1766 1112
353 467 1290 896
1019 1353 3064 1675
184 273 812 679
800 1131 2195 1712
69 48 28 26
1791 2558 5434 2819
686 1104 2318 1759
368 496 1241 625
1078 1631 3505 2561
43 40 147 43
56 31 136 37
439 712 1511 1252
509 704 1797 1378
480 687 1405 864
540 669 1588 1212
43 43 106 45
1436 2188 4542 3163
568 749 1820 1123
41 50 114 80
1183 2014 4248 3188
88 90 82 35
1328 2308 4663 3719
27 29 35 6
105 85 42 38
1965 2662 5973 3032
89 130 51 35
1330 1998 4160 3419
869 914 2044 1318
1201 1508 2902 1910
1870 2353 5344 3549
60 46 22 13
79 49 62 13
840 1070 2443 1975
387 415 892 690
752 811 1719 1333
201 270 471 325
610 755 1563 1203
296 375 959 720
64 106 274 235
53 54 170 86
89 154 286 244
877 1482 3602 3078
64 79 222 131
1642 2650 5388 4027
35 29 40 11
2227 3113 5429 3686
874 938 2081 1286
211 150 446 136
1397 1968 3786 2198
22 17 9 7
66 51 59 29
254 351 902 466
9 12 44 9
32 28 63 23
142 209 542 434
1353 1985 4563 3349
1181 1530 3444 1774
325 458 930 807
60 38 125 29
682 1077 2468 2081
1055 1511 3156 2326
159 261 661 653
363 556 1462 853
25 4 40 3
295 365 918 420
25 37 60 23
850 1345 3107 2660
282 428 1132 903
191 306 670 630
335 453 1029 597
903 1762 3793 3229
587 938 2176 1920
474 692 1734 1367
524 676 1539 1081
783 1076 2184 1381
1 15 25 19
365 730 1698 1408
17 19 6 6
625 927 2086 1616
532 867 1856 1452
8 8 24 19
740 1111 2200 1549
109 80 240 73
521 866 1972 1248
256 377 973 773
690 936 1940 1427
333 420 1116 601
1312 1900 4054 2516
538 844 2003 1457
85 194 491 379
43 23 130 101
38 58 182 131
554 1005 2248 1648
23 26 64 7
16 17 76 19
172 253 644 464
684 1326 3317 2403
7 9 28 27
23 34 83 61
8 6 19 16
411 611 1600 1200
331 579 1302 1112
177 256 797 650
12 18 71 18
41 53 191 158
293 485 1192 991
416 723 1932 1561
17 44 104 46
361 706 1535 1207
56 57 160 46
37 60 174 172
6 7 36 24
8 3 20 23
5 12 29 22
62 52 154 79
1275 1973 4599 3580
993 1699 3088 2235
44 30 23 8
666 1046 2287 1519
103 98 51 36
54 42 113 38
100 123 178 91
1009 1630 3421 2889
1122 1537 3271 2280
48 34 18 20
1674 2144 4724 2415
982 1377 3000 2347
5 10 33 24
12 20 57 38
30 37 150 44
14 18 40 20
9 17 26 16
18 34 58 41
42 69 173 91
39 33 107 77
11 19 46 39
15 8 27 19
11 19 37 21
26 15 51 24
2 8 30 38
42 54 183 81
12 27 49 23
9 13 48 36
60 50 135 61
182 139 457 328
411 622 1211 1013
36 16 42 32
24 43 59 27
53 55 102 70
102 52 82 47
1493 2430 4712 3873
117 118 119 113
42 33 30 19
1204 2215 4863 3777
1655 2449 4671 3923
113 102 159 68
1410 1974 3864 3137
56 36 26 26
2453 3515 6193 4921
58 47 43 33
25 24 19 27
41 75 61 55
1373 1972 4171 3601
220 237 392 245
198 195 270 161
77 93 66 74
1553 2136 3929 2587
2799 4389 8251 6259
100 95 179 147
14 21 26 36
105 59 170 101
52 66 92 87
30 13 28 28
37 34 17 20
1184 1717 3396 2952
23 37 29 35
18 25 15 20
3841 5872 11328 9221
79 90 67 73
2428 3459 6573 5234
607 864 1483 1274
3467 5481 10291 8413
45 32 50 17
382 593 1724 1452
39 64 54 21
2220 3498 7528 5849
57 58 46 8
767 1336 2688 2357
1722 2404 5489 3576
2167 3018 5767 4686
54 48 27 11
69 84 54 55
812 1102 1623 1473
1236 1813 3951 2756
825 1377 2685 1920
819 1419 2461 1912
36 16 37 5
408 358 940 689
1240 1883 4044 3246
105 95 232 150
1219 1776 4315 2938
77 86 43 39
58 55 38 31
100 150 362 347
659 826 2124 1891
684 1015 2577 2478
27 23 7 4
697 1088 2669 2513
88 84 211 114
189 290 355 314
226 278 397 270
67 56 36 54
3788 6115 12340 9408
83 138 73 89
33 23 26 22
80 78 129 120
3870 5989 12393 9367
67 123 46 49
26 23 6 2
1626 2034 3302 2578
267 389 519 392
745 1177 2604 2149
592 853 1829 1465
211 242 428 264
50 41 25 20
796 939 2026 1454
931 1089 1886 1513
611 699 1142 732
1492 2185 3694 2603
479 742 1323 922
668 914 1864 1382
20 24 8 11
1285 1763 3080 2301
1158 1759 4066 3172
45 33 29 14
1521 2431 4876 4501
623 719 1105 810
54 54 190 159
462 507 1078 827
583 812 1892 1562
40 37 25 18
1878 3040 5609 4794
61 49 46 26
1175 1869 4593 4115
168 173 124 81
728 1080 2761 2325
384 478 810 514
28 13 17 5
55 75 162 134
787 1104 2879 2046
818 1123 2565 1865
1177 1489 3659 1635
38 30 29 10
22 14 77 15
1287 2142 4534 3012
1324 2060 4187 3070
29 15 57 33
105 141 438 238
35 29 76 63
698 829 2129 843
530 722 1545 756
19 23 71 52
467 489 1187 750
269 353 856 572
90 119 317 188
47 46 118 72
441 696 1979 1374
72 41 121 24
195 211 554 240
9 10 26 22
440 634 1546 1111
1190 1793 3996 2590
1116 1582 3242 2210
133 116 73 49
607 660 1232 496
61 57 91 30
13 9 26 8
530 967 2712 2082
888 1294 3063 1838
232 338 767 564
49 68 175 108
394 631 1606 672
80 45 180 52
665 973 2062 1416
15 11 29 34
12 25 64 57
150 201 513 345
400 535 1380 716
97 128 306 243
361 453 1101 772
177 287 683 366
358 638 1178 736
700 876 2264 917
237 444 1021 809
325 555 1239 1057
754 1065 2621 1837
458 603 1327 880
342 525 1322 827
837 1273 2715 1998
417 573 1353 856
352 429 1271 860
64 59 213 78
561 939 2064 1615
17 32 58 31
545 733 2071 882
74 63 61 30
6 20 35 38
4 7 22 20
227 195 508 167
352 457 1161 875
367 512 1086 1017
3234 4852 9992 6872
71 64 46 12
40 37 99 54
214 360 850 661
353 498 1353 1122
250 350 886 795
440 591 1418 933
636 936 1809 1527
1630 2323 4694 3397
73 59 33 32
197 262 575 493
34 21 33 10
68 78 118 126
187 241 486 278
248 370 773 627
47 85 185 165
455 625 1543 1067
956 1324 3133 2059
35 30 14 12
481 843 1401 944
22 16 37 44
17 29 95 39
180 329 770 746
113 163 435 337
1029 1424 3201 1974
489 778 2042 1954
57 63 161 151
41 48 118 46
924 1484 3389 2746
1236 1829 3562 2405
829 1357 2793 2336
59 40 60 33
805 1338 3028 2629
21 44 116 59
289 368 831 631
976 1289 2932 2012
1409 2215 4948 3044
335 389 1025 710
24 24 92 39
8 16 59 27
1586 2072 4658 2654
56 47 25 10
790 1268 3150 3163
1787 2415 4965 3571
545 864 1752 1439
82 84 46 23
756 1166 2732 2211
35 28 17 8
87 69 52 21
1204 1679 3546 2563
966 1456 3187 2409
721 907 2103 1284
44 36 13 13
112 149 259 229
138 105 378 234
3 8 21 26
570 985 2025 1300
300 359 931 691
741 1081 2564 1722
680 1036 2305 1759
13 10 30 34
8 9 15 14
151 219 569 409
281 424 1078 900
476 577 1227 1011
9 11 44 20
76 91 274 240
86 90 312 258
292 459 1047 742
26 30 102 77
86 177 385 358
198 249 675 445
13 22 51 51
326 471 1183 545
730 1183 2725 2166
236 255 630 270
16 34 82 46
1226 1968 4271 3548
467 607 1516 1144
60 61 159 99
12 14 33 20
670 1177 2347 1843
34 44 111 69
174 233 499 313
151 176 434 259
323 485 1299 1026
886 1088 2218 1169
23 14 56 39
371 582 1558 1165
380 466 1102 640
260 361 794 615
310 441 944 537
370 538 956 627
215 248 635 468
179 348 865 573
7 7 23 34
571 860 1846 1413
248 336 666 430
67 102 190 143
433 585 1279 780
343 478 1124 827
135 320 494 400
532 674 1451 873
1515 2042 4350 2707
381 513 1092 650
424 686 1717 1172
996 1199 2910 1899
576 793 1714 1025
73 56 84 36
851 1418 3013 2044
476 478 1140 529
373 534 949 527
517 654 1527 820
189 308 472 373
885 1683 3217 2396
458 619 1539 1143
8 18 59 64
103 162 309 232
44 44 137 70
171 261 622 433
84 121 442 195
8 22 29 10
44 41 182 144
176 197 591 496
26 23 53 19
7 20 39 18
275 467 1164 895
76 98 299 271
146 333 764 559
605 923 2311 1940
18 16 98 49
22 12 58 41
14 15 48 15
20 40 84 59
75 100 208 196
78 98 291 152
668 950 2309 1379
11 5 31 21
170 315 637 570
130 178 382 281
693 1029 2261 1684
578 967 2099 1746
255 352 756 490
329 552 1240 908
142 187 460 323
193 212 642 422
781 1087 2248 1700
335 504 778 562
292 349 947 534
4 5 18 15
69 120 254 201
122 188 397 359
18 16 18 11
239 409 1101 525
644 982 2413 1324
303 317 761 443
837 1141 2505 1229
58 51 152 112
806 1052 2076 1364
651 714 1719 1216
589 819 1899 1219
598 852 1773 1198
91 121 346 252
585 733 1446 1061
497 660 1377 1136
374 612 1346 1089
26 38 82 82
54 86 187 202
102 173 333 283
176 257 631 440
275 391 886 607
11 10 51 40
75 57 137 102
1412 1978 4312 2663
536 676 1446 1143
56 45 40 23
41 61 36 14
457 788 1824 1438
913 1409 2480 2016
537 671 1521 1048
166 148 352 172
854 1022 2154 1552
890 1459 3054 2628
103 104 224 157
544 703 1493 868
10 24 40 23
1172 1961 4127 3381
58 61 41 35
1113 1445 2368 1410
1607 2458 4916 3731
66 65 29 25
1265 1988 4231 3416
34 37 24 13
1691 2532 5413 4217
908 1229 2512 1714
30 30 13 8
1106 1645 3544 2666
1301 1852 3766 2309
747 922 1945 1300
600 974 2004 1568
147 259 614 491
1340 1864 3862 2270
501 767 2058 1705
823 1153 2877 2034
60 116 269 136
33 55 142 96
5 21 60 48
20 29 77 69
618 866 2022 1289
75 81 196 162
1386 1752 3327 2623
50 48 31 27
2370 3015 5721 3744
56 35 20 16
242 323 585 459
82 90 116 93
78 66 46 32
2647 4062 7763 5216
107 133 88 57
79 99 59 64
74 86 45 31
974 1336 2523 2252
1195 1410 2971 2228
1254 1674 3598 2568
1857 2569 5095 3085
327 408 548 455
68 82 42 23
56 28 100 65
601 894 1455 1146
1357 1922 4377 3676
45 26 23 13
1072 1483 3019 2185
25 30 86 26
42 32 18 5
115 234 335 319
34 37 28 28
1058 1708 3204 2711
44 43 28 18
36 22 56 30
20 24 12 10
1305 1994 4616 3776
23 18 7 9
6 14 42 52
17 41 76 86
270 457 980 714
14 23 32 26
18 15 46 28
524 725 1765 1442
18 20 54 42
16 23 53 42
35 47 100 108
4 8 38 25
369 477 1135 702
445 654 1722 1526
1087 1701 3765 3573
27 13 15 4
40 22 67 47
812 1272 2308 1829
744 1131 2405 2221
764 1022 2543 1580
1090 1561 3789 2974
312 370 936 729
103 138 77 57
1819 2809 6268 4504
243 291 734 484
58 40 100 44
29 30 81 55
43 50 112 95
558 724 1330 1216
1534 2197 4300 3268
488 667 1506 1232
117 90 60 50
1667 2662 5763 4257
34 29 23 9
83 76 117 52
73 63 37 34
818 976 2203 1587
95 171 310 238
117 124 171 191
608 927 2538 2501
199 307 734 367
48 40 130 76
42 50 57 26
396 497 1594 1068
384 604 1484 1192
1470 2398 5459 4000
36 24 32 12
2104 3355 6593 4888
1815 2892 6275 4494
216 410 850 502
61 81 199 117
1229 1470 3203 1491
115 86 254 68
117 178 405 324
44 30 80 87
463 755 1947 1307
220 213 499 201
488 714 1815 1332
1215 1644 3614 2097
1714 2832 5947 4361
43 51 140 28
628 688 1691 886
46 46 134 50
67 43 131 117
676 1054 2426 2045
76 49 27 19
1542 2175 4181 3171
465 592 1569 1153
39 32 92 54
416 521 1348 899
64 84 190 100
131 259 475 411
86 96 351 190
140 101 314 172
123 141 500 400
512 767 2008 1438
996 883 2242 899
489 467 1395 481
552 919 2001 1618
46 78 207 88
149 133 534 162
21 19 71 34
1134 1738 3929 3325
60 109 279 163
44 24 123 56
951 905 2579 1165
1607 1978 4081 2668
1848 2834 5847 4327
12 10 9 23
2110 2951 6442 4155
59 46 26 25
161 136 291 94
1255 1789 3961 3412
1451 2033 4851 2802
31 34 11 8
1111 1469 3091 2341
115 88 309 132
38 15 61 17
102 64 306 83
1504 2365 5071 3848
55 41 31 18
177 30 200 75
819 983 2396 1006
441 482 1098 629
212 176 338 220
233 288 806 584
745 993 2642 1245
1065 1762 4017 3532
340 384 999 468
595 934 1970 1599
46 53 131 111
348 404 925 703
355 412 1159 739
85 137 391 344
53 44 114 51
667 1052 2584 2167
738 857 2169 1330
85 87 194 101
540 773 2147 1480
24 41 127 107
1192 1702 3973 3152
1115 1829 4166 3243
20 12 28 37
900 988 2263 1464
859 1370 2304 1688
409 586 1267 1037
52 42 75 55
28 32 82 22
1853 3235 7301 6580
1536 1908 3814 2548
2089 2848 6205 4159
5137 7619 13465 9006
9094 13344 23993 17165
150 143 98 69
847 1150 2828 1949
86 81 45 47
39 15 33 10
1385 2043 4150 2788
63 37 118 55
1393 1741 4164 2718
127 163 250 147
83 70 61 21
43 43 58 24
33 24 11 7
1531 2249 4195 2933
865 1133 2108 1414
101 141 61 30
11455 16612 29001 21062
40 42 31 41
65 78 61 53
53 28 20 14
107 99 89 53
864 1166 1957 1664
102 91 73 36
935 1047 1969 1386
30 29 18 13
3458 4403 9153 7350
2429 3664 5607 5139
849 974 2002 1336
678 751 520 423
3812 5117 8197 6353
111 146 112 68
314 258 344 340
167 217 293 259
55 51 48 41
38 44 30 39
154 137 99 85
6218 10024 18589 15370
153 136 98 64
393 377 294 174
48 44 27 15
2733 4432 6867 5292
6285 8834 16081 12465
103 145 258 237
45 52 74 76
69 57 32 14
798 748 1823 1108
139 105 92 60
3099 4574 7960 6371
76 104 72 55
62 46 38 25
60 60 51 29
46 36 27 13
6213 7985 14990 9432
114 110 73 43
549 788 1365 1262
813 990 2307 1674
58 77 189 172
26 34 57 55
189 201 509 362
82 77 58 26
2135 3930 8789 7371
45 38 55 38
99 74 94 77
1501 2246 4329 3791
124 122 95 79
28 36 28 18
806 1458 3422 3210
72 54 25 16
1559 2243 5010 3152
69 53 43 29
1389 1874 3094 2660
2907 4486 8238 6753
17 28 56 48
26 42 30 28
317 481 1590 1071
31 32 92 93
52 60 156 88
11 17 40 31
596 758 1867 1172
1764 2610 5118 3787
306 212 171 96
823 944 2410 1480
143 129 332 153
271 408 911 678
555 685 1675 1152
2946 3591 6762 4174
103 88 228 177
13 25 48 46
65 44 25 26
804 924 2888 1160
183 157 313 186
105 87 46 29
4423 6005 11911 7170
66 54 19 18
51 37 23 13
1767 3196 6804 5864
2474 2899 5846 4211
158 175 450 191
894 1189 2623 1451
1160 1494 3380 2784
1494 2394 5012 3540
974 1563 3765 3051
755 1228 2814 2138
1638 2348 4693 2944
1585 2191 4738 2880
1080 1389 3062 2543
48 41 24 7
98 134 353 282
2038 2766 6125 3380
91 59 53 32
112 151 287 258
83 44 152 65
2303 4198 9603 7962
667 837 1880 1252
2179 2686 5698 3747
28 30 86 19
16 40 55 28
558 705 1933 1473
1673 2367 5128 3802
452 583 1171 841
100 70 54 30
2222 3115 6784 4905
970 1318 3272 1872
118 112 336 240
1312 1871 3669 2474
239 242 872 322
60 66 199 128
21 29 108 77
336 483 982 716
85 93 265 229
66 59 199 128
15 5 21 21
86 93 60 35
950 1612 3692 2668
128 96 254 135
398 556 1257 917
446 606 1418 854
327 372 1018 801
245 221 597 257
1263 1647 3505 2277
1545 2367 4817 3760
136 198 432 482
1544 1708 3849 2213
35 40 94 52
102 167 317 193
776 1127 2069 1485
630 754 1611 780
706 1212 2781 2537
29 31 66 72
244 350 937 690
41 48 128 83
83 87 278 163
161 135 411 193
874 1361 2654 2262
80 85 338 160
65 79 195 110
277 288 709 365
741 857 2570 1043
1744 2493 5269 3937
32 27 31 17
12 10 32 43
526 761 1806 1204
266 318 915 380
63 72 192 146
167 250 623 536
13 13 71 40
1318 2155 4943 3927
2322 3696 7143 4910
1279 1802 4427 3115
227 358 646 486
98 102 310 254
931 1076 2478 1186
43 50 43 23
204 239 515 360
1666 2551 4134 2733
1232 1543 3255 2062
657 876 1924 1190
44 44 23 19
1335 1904 4253 3650
1347 1833 4100 2774
755 1107 1923 1599
1132 1521 3509 2173
124 110 86 94
741 1137 2330 1922
1595 1934 4019 2313
43 25 21 12
557 750 1469 946
909 1286 3468 2687
29 6 28 3
462 657 1436 1020
533 802 1865 1387
1871 3057 6346 4824
52 59 29 23
1843 3014 6076 5206
42 40 26 28
35 38 33 13
467 577 1587 1102
1203 1668 3659 2826
45 36 44 13
392 492 1168 727
57 47 41 38
1159 1483 3142 1595
737 755 2016 920
22 13 47 23
322 391 1248 600
818 1114 2559 1737
36 32 115 81
811 1254 2854 2055
113 152 300 229
107 72 293 103
2515 4031 8290 6126
1183 1640 3899 2845
109 83 52 26
721 1178 2421 1758
208 265 478 341
753 1041 2653 1645
677 910 2099 1342
147 149 636 335
747 1090 2900 2240
59 29 119 11
641 648 1805 698
317 429 964 592
121 59 252 57
798 1296 2938 2270
651 940 2209 1526
1608 2208 5140 2452
59 63 45 20
43 27 18 10
1028 1410 3235 1533
729 906 2252 1494
1074 1248 3054 1888
42 55 118 96
647 1000 2293 1664
1216 1973 4394 3535
237 300 757 532
722 1226 2266 1484
460 663 1573 1172
1965 2595 5241 3747
366 353 948 326
1511 2420 4737 4042
2796 3536 6635 3895
205 285 703 604
21 26 66 62
46 33 23 14
1242 2298 3946 2569
702 659 1861 1422
1256 2064 4326 3765
367 409 1118 853
773 923 2198 1662
1417 2360 5126 4241
20 41 88 79
677 904 1893 1651
974 1386 3007 2310
1302 2193 4666 3235
650 669 2042 809
22 32 76 53
1679 2438 4782 3656
688 911 2229 1610
95 94 88 19
327 563 1231 943
856 1018 2443 1148
65 55 141 40
13 16 43 22
363 533 1091 869
15 14 36 21
32 27 95 30
689 981 1999 1261
1046 1276 2772 2032
288 310 465 379
1670 2810 5135 4438
66 67 49 45
468 734 1111 720
14 15 73 53
22 54 124 92
653 749 1558 1078
650 719 1670 945
43 52 78 56
47 56 141 97
664 833 1883 1196
26 33 81 42
51 95 251 207
18 15 66 33
38 50 127 97
102 85 218 67
1652 2882 6728 5635
1679 2784 5583 4465
145 156 74 50
33 19 14 14
433 380 870 495
28 28 16 11
553 505 944 440
1232 1472 2909 1335
110 121 69 37
67 93 57 42
1266 1954 3785 3081
696 915 1933 1476
43 28 14 12
1215 1616 2928 2508
36 25 7 7
2239 3485 7598 5967
1583 2556 4878 4090
1409 1897 3219 2188
1003 1710 3300 2152
152 191 100 72
707 949 1973 1851
397 520 1170 780
35 18 58 11
136 146 378 197
1093 1961 3668 2805
973 1551 2980 2529
1665 2712 5428 4211
111 131 282 84
385 519 1144 793
155 161 340 133
1364 2357 4023 3501
84 104 62 53
43 57 36 70
79 113 70 43
910 1439 3216 2679
815 1223 2917 2405
86 77 165 166
822 1089 2720 1862
1764 2376 4998 3668
278 385 791 700
669 833 1451 1090
40 41 65 44
33 54 53 49
309 292 537 282
35 38 9 7
116 138 109 78
5358 8536 15611 11822
56 74 47 36
164 219 128 85
107 138 260 238
3994 5716 11114 7480
97 99 209 166
21 16 38 46
497 579 1330 987
17 36 56 58
1530 2339 4814 3737
435 700 1696 1334
45 34 27 6
25 15 33 30
39 25 77 17
1226 1890 3108 2615
11 10 28 3
60 58 128 59
583 870 2151 1670
1119 1899 3800 2885
74 77 52 26
1161 1779 3851 3120
782 825 2079 1527
36 18 99 34
724 1246 3261 2633
576 528 1472 500
1476 2624 5393 4549
33 24 20 6
36 43 78 46
1879 2987 6087 4753
116 91 131 118
34 44 21 50
72 89 73 64
807 1318 2713 2389
59 61 94 45
2067 3282 6923 5098
211 315 672 619
31 18 34 48
1572 2540 5672 4200
100 91 195 71
863 1094 2686 1805
179 141 188 114
1381 2240 4184 3183
1847 2780 5516 4236
35 59 56 27
2404 4161 7819 6224
1187 1813 3921 2825
81 56 62 60
1779 2565 4808 3034
26 24 42 44
190 263 559 339
1998 3134 7063 6043
188 184 130 72
2447 4278 8424 7099
1288 1632 3062 2602
67 54 27 25
93 64 166 98
28 15 68 41
129 145 405 350
225 385 729 728
237 472 852 620
277 485 1077 934
123 191 519 435
302 497 1198 830
59 73 157 124
80 70 161 52
411 647 1335 1165
358 611 1230 940
278 532 1030 794
60 85 267 215
630 1072 2355 1902
559 846 1918 1496
86 142 381 327
17 31 56 38
61 100 249 201
459 901 1811 1183
341 420 1151 800
517 888 1869 1492
7 9 38 29
350 496 1307 885
491 683 1553 1096
566 835 1992 1495
2 14 24 29
18 11 27 22
391 579 1451 974
12 16 58 26
8 22 44 21
349 577 1415 1080
68 90 193 191
23 23 50 41
409 899 2234 1834
402 584 1459 922
532 814 1903 1464
182 285 700 523
10 14 82 53
372 604 1202 871
28 28 49 11
805 991 2080 1559
601 913 1903 1412
22 15 46 46
13 17 82 91
51 83 200 156
7 14 47 53
71 126 323 253
8 10 48 51
13 22 90 79
25 31 73 60
629 1213 2967 2553
206 341 874 634
584 935 1899 1284
69 89 209 139
37 28 120 43
15 18 43 24
179 298 787 647
31 39 108 62
33 52 154 117
456 875 1908 1764
856 1190 2455 1428
279 401 975 656
755 1197 2634 1725
305 436 952 660
28 14 70 18
417 809 1759 1343
8 15 33 7
961 1253 2672 1991
600 787 1810 1054
23 30 178 45
541 610 1217 1059
190 248 610 492
125 155 343 330
267 362 986 552
290 431 1160 750
539 914 2019 1302
189 214 749 477
22 51 108 121
19 23 93 68
418 622 1172 995
351 526 1037 774
854 1276 2556 2138
73 119 115 93
313 431 750 584
540 852 2001 1583
443 603 1507 1138
584 710 1607 1319
284 447 905 776
287 400 869 726
779 1176 2674 1930
530 793 1808 1222
911 1595 3344 2375
51 48 65 29
37 63 138 137
366 609 1219 803
603 846 2022 1584
26 32 74 49
610 842 1756 1281
271 245 529 327
251 437 1125 1008
90 124 226 228
324 429 1141 848
508 839 1914 1596
250 418 1028 809
223 308 586 265
617 1015 2278 1597
782 1102 2301 1370
10 14 50 32
152 195 487 303
345 424 1009 535
35 13 22 5
456 594 1283 742
444 589 1345 938
185 284 452 407
630 830 1935 1377
36 34 124 46
523 666 1881 1210
67 68 128 145
62 67 206 127
61 67 181 124
138 199 414 366
845 1157 2483 1583
251 251 673 430
264 193 548 226
544 908 1437 974
192 221 568 458
100 109 444 358
770 1111 2441 1775
214 300 596 405
1083 1726 3472 3090
62 54 31 21
920 1406 3161 1894
356 709 1567 1228
71 66 174 78
57 76 54 28
1333 2380 5503 4090
1528 2185 4521 3435
584 777 1587 850
901 1417 3083 2443
661 877 2250 1496
537 690 1688 1162
396 540 1140 510
621 963 2281 1858
122 167 368 312
297 431 973 481
49 45 133 149
360 377 850 546
400 535 1433 825
440 500 1105 548
324 634 1316 1144
21 31 62 56
30 20 23 12
1245 2049 4576 3912
378 492 1293 822
574 831 1836 1306
112 156 351 389
527 803 1722 915
739 1129 2320 1653
626 945 2077 1369
695 1019 2198 1375
1402 2273 4314 3016
567 895 1968 1739
303 396 879 655
1560 2471 5185 4116
438 732 1401 1243
61 89 140 102
364 645 1396 1092
265 518 1010 659
158 122 357 266
1019 1477 3079 2162
71 83 259 188
26 38 134 53
415 545 1578 1159
259 354 820 504
379 543 1529 1065
14 9 59 60
70 132 260 200
108 146 352 193
443 700 1400 1113
203 357 766 570
231 353 941 747
318 409 966 678
336 404 955 555
285 441 1112 818
496 800 1850 1300
41 58 106 35
426 524 1255 600
1298 2240 5157 4125
561 867 2008 1358
399 609 1161 864
623 1013 2400 1940
69 103 326 206
19 13 31 50
58 66 213 149
172 270 664 540
463 666 1696 1279
17 9 40 8
1325 2106 4949 4086
38 16 77 27
27 28 14 11
1366 1862 3551 2620
35 28 15 11
574 683 1712 1263
17 21 69 20
210 249 727 454
24 22 109 65
65 65 134 77
21 19 47 21
981 1576 3226 2499
10 22 57 68
66 34 132 51
53 62 25 13
1169 2037 4716 3758
20 18 39 31
37 27 112 100
804 1097 2140 1500
228 330 673 672
765 1208 2682 1850
694 843 1859 1418
467 588 1232 842
786 994 1974 1181
192 304 768 670
631 644 2014 1114
601 1023 2424 1887
103 156 375 285
8 15 45 17
537 913 2077 1331
576 861 1748 1529
310 341 1042 714
540 845 1767 1255
364 556 1393 979
23 17 31 10
532 920 1968 1683
909 1406 3071 2408
29 28 6 14
1398 1920 3239 2460
1340 2224 4212 3833
240 279 701 374
21 27 94 76
16 29 51 71
40 65 146 138
512 825 2038 1438
28 47 122 56
43 47 179 143
589 881 2142 1487
189 253 648 524
937 1478 3219 2424
16 16 55 32
48 33 136 69
1823 2142 4268 2659
1176 2181 4312 3213
736 1054 2377 1539
72 100 177 185
2087 2819 5916 3894
28 18 32 15
56 26 145 94
1075 1694 3827 2673
1667 2050 4473 2534
561 745 1789 1343
379 425 1066 650
63 53 188 88
1039 1327 2585 1712
32 46 133 81
8 7 22 23
256 225 611 225
1803 2526 5791 3159
1237 1851 4083 2935
10 3 29 24
26 19 82 66
98 151 320 219
72 101 306 179
63 53 192 53
60 38 141 57
305 476 992 627
13 17 26 21
9 19 25 8
1138 1876 4306 3616
700 1240 2835 2291
297 389 969 649
31 44 138 127
81 147 320 283
423 729 1775 1246
